故障编号,故障名称,故障现象,故障原因,解决办法
urma_443,urma_set_jetty_opt 校验 Jetty 无效导致设置流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_set_jetty_opt 在执行设置前发现调用方传入的 Jetty 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_444,urma_set_jetty_opt 校验 Jetty 无效导致设置流程拒绝继续执行,关键日志：匹配 invalid opt id or opt len；日志路径：URMA_LOG_PATH,urma_set_jetty_opt 在执行设置前发现调用方传入的 Jetty 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_445,urma_set_jetty_opt 校验 context 无效导致设置流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_set_jetty_opt 在执行设置前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_446,urma_set_jetty_opt 执行设置 Jetty 失败导致当前资源状态无法推进,关键日志：匹配 Failed to exec urma_delete_jetty_to_jetty_grp；日志路径：URMA_LOG_PATH,urma_set_jetty_opt 调用下层 provider、bond 组件或系统接口处理 Jetty 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_447,urma_set_jetty_opt 执行设置 Jetty 失败导致当前资源状态无法推进,关键日志：匹配 Failed to exec urma_jetty_set_options；日志路径：URMA_LOG_PATH,urma_set_jetty_opt 调用下层 provider、bond 组件或系统接口处理 Jetty 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_448,urma_set_jetty_opt 执行设置 context 失败导致当前资源状态无法推进,关键日志：匹配 UB dev should use share jfr!；日志路径：URMA_LOG_PATH,urma_set_jetty_opt 调用下层 provider、bond 组件或系统接口处理 context 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_449,urma_set_jetty_opt 执行设置 Jetty 失败导致当前资源状态无法推进,关键日志：匹配 Failed to exec ops->set_jetty_opt；日志路径：URMA_LOG_PATH,urma_set_jetty_opt 调用下层 provider、bond 组件或系统接口处理 Jetty 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_450,urma_set_jetty_opt 执行设置 Jetty 失败导致当前资源状态无法推进,关键日志：匹配 Failed to exec urma_add_jetty_to_jetty_grp；日志路径：URMA_LOG_PATH,urma_set_jetty_opt 调用下层 provider、bond 组件或系统接口处理 Jetty 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_451,urma_create_notifier 校验 context 无效导致创建流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_create_notifier 在执行创建前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_452,urma_create_notifier 校验 context 无效导致创建流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_create_notifier 在执行创建前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_453,urma_create_notifier 分配 URMA 对象 临时参数失败导致创建流程无法继续,关键日志：匹配 Failed to alloc notifier；日志路径：URMA_LOG_PATH,urma_create_notifier 需要为 URMA 对象 构造命令参数、资源描述或临时缓存，但内存分配返回失败，后续 provider 调用或驱动命令缺少必要入参，因此当前 URMA 操作被阻断。,无
urma_454,urma_create_jetty_grp 校验 context 无效导致创建流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_create_jetty_grp 在执行创建前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_455,urma_create_jetty_grp 校验 context 无效导致创建流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_create_jetty_grp 在执行创建前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_456,urma_create_jetty_grp 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,关键日志：匹配 max_jetty_in_jetty_grp is err；日志路径：URMA_LOG_PATH,urma_create_jetty_grp 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
urma_457,urma_create_jetty_grp 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,关键日志：匹配 create_jetty_grp failed；日志路径：URMA_LOG_PATH,urma_create_jetty_grp 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
urma_458,urma_create_jetty_grp 分配 Jetty 临时参数失败导致创建流程无法继续,关键日志：匹配 alloc jetty list failed；日志路径：URMA_LOG_PATH,urma_create_jetty_grp 需要为 Jetty 构造命令参数、资源描述或临时缓存，但内存分配返回失败，后续 provider 调用或驱动命令缺少必要入参，因此当前 URMA 操作被阻断。,无
urma_459,urma_create_jetty_grp 执行创建 Jetty 失败导致当前资源状态无法推进,关键日志：匹配 delete_jetty_grp failed；日志路径：URMA_LOG_PATH,urma_create_jetty_grp 调用下层 provider、bond 组件或系统接口处理 Jetty 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_460,urma_unimport_seg 校验 context 无效导致导入流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_unimport_seg 在执行导入前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_461,urma_alloc_token_id 校验 context 无效导致分配流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_alloc_token_id 在执行分配前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_462,urma_alloc_token_id 校验 context 无效导致分配流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_alloc_token_id 在执行分配前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_463,urma_alloc_token_id 执行分配 设备 失败导致当前资源状态无法推进,"关键日志：依次匹配 `[DRV_ERR]Failed to register seg, dev_name:`、`, eid_idx:`；日志路径：URMA_LOG_PATH",urma_alloc_token_id 调用下层 provider、bond 组件或系统接口处理 设备 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_464,urma_alloc_token_id_ex 校验 context 无效导致分配流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_alloc_token_id_ex 在执行分配前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_465,urma_alloc_token_id_ex 校验 context 无效导致分配流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_alloc_token_id_ex 在执行分配前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_466,urma_alloc_token_id_ex 校验 设备 业务条件不满足导致分配流程拒绝继续执行,关键日志：匹配 dev not support token id table mode；日志路径：URMA_LOG_PATH,urma_alloc_token_id_ex 在执行分配时发现 设备 的传输模式、绑定关系、路由选择、数量限制或设备属性与当前操作要求不一致，因此直接返回错误，避免建立错误的资源关系或下发不被支持的请求。,无
urma_467,urma_free_token_id 校验 token_id 无效导致释放流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_free_token_id 在执行释放前发现调用方传入的 token_id 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_468,urma_register_seg 校验 context 无效导致注册流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_register_seg 在执行注册前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_469,urma_register_seg 校验 context 无效导致注册流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_register_seg 在执行注册前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_470,urma_register_seg 校验 context 无效导致注册流程拒绝继续执行,"关键日志：依次匹配 `[DRV_ERR]register seg failed, dev_name:`、`, eid_idx:`；日志路径：URMA_LOG_PATH",urma_register_seg 在执行注册前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_471,urma_user_ctl 执行处理 URMA 对象 失败导致当前资源状态无法推进,"关键日志：匹配 `Failed to excecute user_ctl, ret:`；日志路径：URMA_LOG_PATH",urma_user_ctl 调用下层 provider、bond 组件或系统接口处理 URMA 对象 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_472,urma_get_net_addr_list 校验 URMA 对象 无效导致获取流程拒绝继续执行,关键日志：匹配 Invalid parameter with max_netaddr_cnt as 0；日志路径：URMA_LOG_PATH,urma_get_net_addr_list 在执行获取前发现调用方传入的 URMA 对象 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_473,urma_get_net_addr_list 执行获取 URMA 对象 失败导致当前资源状态无法推进,"关键日志：依次匹配 `Failed to get netaddr list, ret:`、`, max_netaddr_cnt:`；日志路径：URMA_LOG_PATH",urma_get_net_addr_list 调用下层 provider、bond 组件或系统接口处理 URMA 对象 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_474,urma_read_sysfs_device 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,"关键日志：匹配 snprintf failed, dev_name；日志路径：URMA_LOG_PATH",urma_read_sysfs_device 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
urma_475,urma_alloc_device 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,关键日志：匹配 snprintf failed；日志路径：URMA_LOG_PATH,urma_alloc_device 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
urma_476,urma_discover_devices 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,"关键日志：依次匹配 `Failed close dir:`、`, errno:`；日志路径：URMA_LOG_PATH",urma_discover_devices 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
urma_477,urma_log_set_thread_tag 校验 URMA 对象 无效导致读取流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_log_set_thread_tag 在执行读取前发现调用方传入的 URMA 对象 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_478,urma_open_provider 打开 provider 失败导致打开无法访问底层资源,关键日志：匹配 doesn't exist or doesn't have permission；日志路径：URMA_LOG_PATH,urma_open_provider 需要访问 provider 对应的文件、目录、provider 动态库或字符设备，但路径不存在、权限不足或系统调用失败，导致后续 URMA 设备枚举、provider 装载或上下文创建无法进行。,无
urma_479,urma_open_provider 打开 provider 失败导致打开无法访问底层资源,关键日志：匹配 realpath failed；日志路径：URMA_LOG_PATH,urma_open_provider 需要访问 provider 对应的文件、目录、provider 动态库或字符设备，但路径不存在、权限不足或系统调用失败，导致后续 URMA 设备枚举、provider 装载或上下文创建无法进行。,无
urma_480,urma_open_provider 打开 provider 失败导致打开无法访问底层资源,"关键日志：匹配 open failed, err；日志路径：URMA_LOG_PATH",urma_open_provider 需要访问 provider 对应的文件、目录、provider 动态库或字符设备，但路径不存在、权限不足或系统调用失败，导致后续 URMA 设备枚举、provider 装载或上下文创建无法进行。,无
urma_481,urma_get_eid_list 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,关键日志：匹配 max eid cnt is err；日志路径：URMA_LOG_PATH,urma_get_eid_list 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,执行 `lsmod | grep udma` 检查驱动是否加载，执行 `urma_admin show -a` 查看 UB 设备是否存在，部署完成后重试
urma_482,urma_create_context 校验 context 无效导致创建流程拒绝继续执行,关键日志：匹配 Invalid parameter with err dev or ops；日志路径：URMA_LOG_PATH,urma_create_context 在执行创建前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,当前不会触发
urma_483,urma_create_context 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,关键日志：匹配 Failed to query eid；日志路径：URMA_LOG_PATH,urma_create_context 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,当前不会触发
urma_484,urma_create_context 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,"关键日志：匹配 Failed to open urma cdev with path , dev_fd；日志路径：URMA_LOG_PATH",urma_create_context 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,当前不会触发
urma_485,urma_create_context 装载或匹配 provider 失败导致设备驱动能力不可用,关键日志：匹配 [DRV_ERR]Failed to create urma context；日志路径：URMA_LOG_PATH,urma_create_context 在初始化或注册设备时未能打开 provider 动态库、获取动态库路径、匹配驱动名称或完成 provider 注册，导致 URMA 用户态无法绑定对应设备的 provider 操作集。,当前不会触发
urma_486,urma_set_context_opt 校验 context 无效导致设置流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_set_context_opt 在执行设置前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_487,urma_set_context_opt 校验 context 无效导致设置流程拒绝继续执行,关键日志：匹配 Invalid option value len；日志路径：URMA_LOG_PATH,urma_set_context_opt 在执行设置前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_488,urma_set_context_opt 执行设置 context 失败导致当前资源状态无法推进,关键日志：匹配 Cannot set aggregated mode for non-aggregated device；日志路径：URMA_LOG_PATH,urma_set_context_opt 调用下层 provider、bond 组件或系统接口处理 context 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_489,urma_set_context_opt 校验 context 无效导致设置流程拒绝继续执行,关键日志：匹配 Invalid option name；日志路径：URMA_LOG_PATH,urma_set_context_opt 在执行设置前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_490,urma_get_uasid 校验 URMA 对象 无效导致获取流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_get_uasid 在执行获取前发现调用方传入的 URMA 对象 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_491,资源查询失败,向下级匹配。,向下级匹配。,向下级匹配。
urma_492,bondp_query_jfr 执行查询 JFR 失败导致当前资源状态无法推进,"关键日志：依次匹配 `query pjfr fail, index:`、`, ret:`；日志路径：URMA_LOG_PATH",bondp_query_jfr 调用下层 provider、bond 组件或系统接口处理 JFR 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_493,bondp_jfs_get_args_list 校验 JFS 无效导致获取流程拒绝继续执行,关键日志：匹配 Invalid param jfc；日志路径：URMA_LOG_PATH,bondp_jfs_get_args_list 在执行获取前发现调用方传入的 JFS 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_494,bondp_jetty_get_args_list 校验 Jetty 无效导致获取流程拒绝继续执行,关键日志：匹配 Invalid param jetty cfg；日志路径：URMA_LOG_PATH,bondp_jetty_get_args_list 在执行获取前发现调用方传入的 Jetty 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_495,get_comp_urma_jetty_id 校验 Jetty 无效导致获取流程拒绝继续执行,"关键日志：匹配 Failed to get_comp_urma_jetty, Invalid type；日志路径：URMA_LOG_PATH",get_comp_urma_jetty_id 在执行获取前发现调用方传入的 Jetty 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_496,get_bjetty_ctx_by_cr 装载或匹配 provider 失败导致设备驱动能力不可用,"关键日志：匹配 `Failed to get comp, local_id:`；日志路径：URMA_LOG_PATH",get_bjetty_ctx_by_cr 在初始化或注册设备时未能打开 provider 动态库、获取动态库路径、匹配驱动名称或完成 provider 注册，导致 URMA 用户态无法绑定对应设备的 provider 操作集。,无
urma_497,get_bjetty_ctx_by_cr 装载或匹配 provider 失败导致设备驱动能力不可用,关键日志：匹配 Null bjetty_ctx in bdp_comp；日志路径：URMA_LOG_PATH,get_bjetty_ctx_by_cr 在初始化或注册设备时未能打开 provider 动态库、获取动态库路径、匹配驱动名称或完成 provider 注册，导致 URMA 用户态无法绑定对应设备的 provider 操作集。,无
urma_498,get_dev_and_ctx_by_name 执行获取 context 失败导致当前资源状态无法推进,关键日志：匹配 Failed to get device；日志路径：URMA_LOG_PATH,get_dev_and_ctx_by_name 调用下层 provider、bond 组件或系统接口处理 context 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_499,get_dev_and_ctx_by_name 执行获取 context 失败导致当前资源状态无法推进,关键日志：匹配 Failed to get eid_idx；日志路径：URMA_LOG_PATH,get_dev_and_ctx_by_name 调用下层 provider、bond 组件或系统接口处理 context 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_500,get_dev_and_ctx_by_name 执行获取 context 失败导致当前资源状态无法推进,关键日志：匹配 Failed to create context；日志路径：URMA_LOG_PATH,get_dev_and_ctx_by_name 调用下层 provider、bond 组件或系统接口处理 context 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_501,get_dev_and_ctx_by_eid 执行获取 context 失败导致当前资源状态无法推进,关键日志：匹配 Failed to create context；日志路径：URMA_LOG_PATH,get_dev_and_ctx_by_eid 调用下层 provider、bond 组件或系统接口处理 context 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_502,get_topo_info_from_ko 执行获取 context 失败导致当前资源状态无法推进,"关键日志：匹配 Failed to get topo info, change to general mode；日志路径：URMA_LOG_PATH",get_topo_info_from_ko 调用下层 provider、bond 组件或系统接口处理 context 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_503,get_topo_info_from_ko 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,关键日志：匹配 Failed to create topo map；日志路径：URMA_LOG_PATH,get_topo_info_from_ko 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
urma_504,urma_cmd_query_jfs 校验 context 无效导致查询流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_query_jfs 在执行查询前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_505,urma_cmd_query_jfs URMA 控制面命令 ioctl 下发内核驱动失败导致用户态操作中断,"关键日志：依次匹配 `ioctl failed, ret:`、`, errno:`；日志路径：URMA_LOG_PATH",urma_cmd_query_jfs 通过 fd 向内核驱动下发URMA 控制面命令请求时，ioctl 返回失败，说明内核驱动没有完成对应控制面动作，用户态无法取得或更新 JFS 状态。,无
urma_506,urma_cmd_query_jfr 校验 context 无效导致查询流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_query_jfr 在执行查询前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_507,urma_cmd_query_jfr URMA 控制面命令 ioctl 下发内核驱动失败导致用户态操作中断,"关键日志：依次匹配 `ioctl failed, ret:`、`, errno:`；日志路径：URMA_LOG_PATH",urma_cmd_query_jfr 通过 fd 向内核驱动下发URMA 控制面命令请求时，ioctl 返回失败，说明内核驱动没有完成对应控制面动作，用户态无法取得或更新 JFR 状态。,无
urma_508,urma_cmd_query_jetty 校验 context 无效导致查询流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_query_jetty 在执行查询前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_509,urma_cmd_query_jetty 校验 Jetty 无效导致查询流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_query_jetty 在执行查询前发现调用方传入的 Jetty 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_510,urma_cmd_get_ip_by_eid 校验 context 无效导致获取流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_get_ip_by_eid 在执行获取前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_511,urma_cmd_get_smac 校验 context 无效导致获取流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_get_smac 在执行获取前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_512,urma_cmd_get_dmac 校验 context 无效导致获取流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_get_dmac 在执行获取前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_513,urma_get_jfc_opt 校验 JFC 无效导致获取流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_get_jfc_opt 在执行获取前发现调用方传入的 JFC 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_514,urma_get_jfc_opt 校验 context 无效导致获取流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_get_jfc_opt 在执行获取前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_515,urma_get_jfc_opt 执行获取 JFC 失败导致当前资源状态无法推进,关键日志：匹配 Failed to exec ops->get_jfc_opt；日志路径：URMA_LOG_PATH,urma_get_jfc_opt 调用下层 provider、bond 组件或系统接口处理 JFC 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_516,urma_query_jfs 校验 JFS 无效导致查询流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_query_jfs 在执行查询前发现调用方传入的 JFS 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_517,urma_query_jfs 校验 context 无效导致查询流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_query_jfs 在执行查询前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_518,urma_get_jfs_opt 校验 JFS 无效导致获取流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_get_jfs_opt 在执行获取前发现调用方传入的 JFS 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_519,urma_get_jfs_opt 校验 context 无效导致获取流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_get_jfs_opt 在执行获取前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_520,urma_get_jfs_opt 执行获取 JFS 失败导致当前资源状态无法推进,关键日志：匹配 Failed to exec ops->get_jfs_opt；日志路径：URMA_LOG_PATH,urma_get_jfs_opt 调用下层 provider、bond 组件或系统接口处理 JFS 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_521,urma_query_jfr 校验 JFR 无效导致查询流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_query_jfr 在执行查询前发现调用方传入的 JFR 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_522,urma_query_jfr 校验 context 无效导致查询流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_query_jfr 在执行查询前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_523,urma_get_jfr_opt 校验 JFR 无效导致获取流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_get_jfr_opt 在执行获取前发现调用方传入的 JFR 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
